	TCGA.A6.2675	TCGA.A6.4105	TCGA.A6.5656	TCGA.A6.5657	TCGA.A6.5659	TCGA.A6.5660	TCGA.A6.5661	TCGA.A6.5662	TCGA.A6.5664	TCGA.A6.5665	TCGA.A6.5666	TCGA.A6.5667	TCGA.A6.6137	TCGA.A6.6138	TCGA.A6.6140	TCGA.A6.6141	TCGA.A6.6142	TCGA.A6.6648	TCGA.A6.6649	TCGA.A6.6650	TCGA.A6.6651	TCGA.A6.6652	TCGA.A6.6653	TCGA.A6.6654	TCGA.A6.6780	TCGA.A6.6781	TCGA.A6.6782	TCGA.AA.3489	TCGA.AA.3496	TCGA.AA.3511	TCGA.AA.3655	TCGA.AA.3660	TCGA.AA.3662	TCGA.AA.3663	TCGA.AA.3697	TCGA.AA.3712	TCGA.AA.3713	TCGA.AD.5900	TCGA.AD.6548	TCGA.AD.6888	TCGA.AD.6889	TCGA.AD.6890	TCGA.AD.6895	TCGA.AD.6899	TCGA.AD.6901	TCGA.AD.6963	TCGA.AD.6964	TCGA.AD.6965	TCGA.AM.5820	TCGA.AM.5821	TCGA.AU.3779	TCGA.AU.6004	TCGA.AY.5543	TCGA.AY.6196	TCGA.AY.6197	TCGA.AY.6386	TCGA.AZ.4323	TCGA.AZ.4616	TCGA.AZ.5403	TCGA.AZ.5407	TCGA.AZ.6598	TCGA.AZ.6599	TCGA.AZ.6600	TCGA.AZ.6601	TCGA.AZ.6603	TCGA.AZ.6605	TCGA.AZ.6606	TCGA.AZ.6607	TCGA.AZ.6608	TCGA.CA.5254	TCGA.CA.5255	TCGA.CA.5796	TCGA.CA.5797	TCGA.CA.6715	TCGA.CA.6716	TCGA.CA.6717	TCGA.CA.6718	TCGA.CA.6719	TCGA.CK.4947	TCGA.CK.4948	TCGA.CK.4950	TCGA.CK.4952	TCGA.CK.5912	TCGA.CK.5913	TCGA.CK.5914	TCGA.CK.5915	TCGA.CK.5916	TCGA.CK.6746	TCGA.CK.6747	TCGA.CK.6748	TCGA.CK.6751	TCGA.CM.4743	TCGA.CM.4751	TCGA.CM.5344	TCGA.CM.5348	TCGA.CM.5349	TCGA.CM.5860	TCGA.CM.5861	TCGA.CM.5862	TCGA.CM.5863	TCGA.CM.5864	TCGA.CM.5868	TCGA.CM.6161	TCGA.CM.6162	TCGA.CM.6163	TCGA.CM.6164	TCGA.CM.6165	TCGA.CM.6166	TCGA.CM.6167	TCGA.CM.6168	TCGA.CM.6169	TCGA.CM.6170	TCGA.CM.6171	TCGA.CM.6172	TCGA.CM.6674	TCGA.CM.6675	TCGA.CM.6676	TCGA.CM.6677	TCGA.CM.6678	TCGA.CM.6679	TCGA.CM.6680	TCGA.D5.5537	TCGA.D5.5538	TCGA.D5.5539	TCGA.D5.5540	TCGA.D5.5541	TCGA.D5.6529	TCGA.D5.6530	TCGA.D5.6531	TCGA.D5.6532	TCGA.D5.6533	TCGA.D5.6534	TCGA.D5.6535	TCGA.D5.6536	TCGA.D5.6537	TCGA.D5.6538	TCGA.D5.6539	TCGA.D5.6540	TCGA.D5.6541	TCGA.D5.6898	TCGA.D5.6920	TCGA.D5.6922	TCGA.D5.6923	TCGA.D5.6924	TCGA.D5.6926	TCGA.D5.6927	TCGA.D5.6928	TCGA.D5.6929	TCGA.D5.6930	TCGA.D5.6931	TCGA.D5.6932	TCGA.D5.7000	TCGA.DM.A0X9	TCGA.DM.A0XD	TCGA.DM.A0XF	TCGA.DM.A1D0	TCGA.DM.A1D4	TCGA.DM.A1D6	TCGA.DM.A1D7	TCGA.DM.A1D8	TCGA.DM.A1D9	TCGA.DM.A1DA	TCGA.DM.A1DB	TCGA.DM.A1HA	TCGA.DM.A1HB	TCGA.DM.A280	TCGA.DM.A282	TCGA.DM.A285	TCGA.DM.A288	TCGA.DM.A28A	TCGA.DM.A28C	TCGA.DM.A28E	TCGA.DM.A28F	TCGA.DM.A28G	TCGA.DM.A28H	TCGA.DM.A28K	TCGA.DM.A28M	TCGA.F4.6459	TCGA.F4.6460	TCGA.F4.6461	TCGA.F4.6463	TCGA.F4.6569	TCGA.F4.6570	TCGA.F4.6703	TCGA.F4.6704	TCGA.F4.6805	TCGA.F4.6806	TCGA.F4.6807	TCGA.F4.6808	TCGA.F4.6809	TCGA.F4.6854	TCGA.F4.6855	TCGA.F4.6856	TCGA.G4.6293	TCGA.G4.6294	TCGA.G4.6295	TCGA.G4.6297	TCGA.G4.6298	TCGA.G4.6299	TCGA.G4.6302	TCGA.G4.6303	TCGA.G4.6304	TCGA.G4.6306	TCGA.G4.6307	TCGA.G4.6309	TCGA.G4.6310	TCGA.G4.6311	TCGA.G4.6314	TCGA.G4.6315	TCGA.G4.6317	TCGA.G4.6320	TCGA.G4.6321	TCGA.G4.6322	TCGA.G4.6323	TCGA.G4.6586	TCGA.G4.6588	TCGA.G4.6625	TCGA.G4.6626	TCGA.G4.6627	TCGA.G4.6628
hsa-mir-133a-2	-0.28242722	-1.17625214	2.673020895	0.708392404	0.776029193	-0.855451492	-0.661643904	0.426480875	1.914532635	-0.719346606	-1.17625214	2.225850899	-0.680811789	0.31461694	-0.707517922	0.041212227	0.976266527	-0.621640843	1.892299578	-0.254383903	1.947783506	0.5850317	-0.812810944	1.98606572	-0.792596259	-0.735695908	-0.647621129	-0.961946311	-0.628058675	0.17108848	-1.17625214	-1.17625214	-1.17625214	-1.17625214	-0.614400952	-0.943991082	-0.136864491	1.323384052	0.541987465	-0.509059999	-1.17625214	-0.027957481	1.112831295	0.281340337	-1.022377241	-0.869656547	-0.648122378	-0.591236331	1.522552719	-0.692343038	-0.749906775	0.253642004	-0.881714556	-0.888363825	-1.17625214	-0.501949283	1.435287835	-0.589690892	0.130407342	-0.742315043	-0.937202883	0.127658586	0.006425469	0.980241445	1.237805735	-0.078856143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-133b	-0.209528933	-1.64154492	2.299014843	0.885058993	0.851652467	-0.512369253	-1.021784529	0.332591837	2.122459956	-1.083905195	-1.441255373	2.06602697	-0.154150736	0.403090725	-0.398394438	0.253971653	0.854519528	-0.049672101	1.582305624	-0.265720632	1.771867204	0.862173743	-0.755985327	1.754312013	-1.374239902	-0.914136148	-0.708501065	-0.969889124	-0.773229118	0.170112145	-1.306849582	-1.043932451	-1.102915593	-1.64154492	-0.756005193	-0.275939617	-0.401816102	1.413190105	0.719862985	-0.080905844	-1.125718268	-0.559734309	1.24124132	0.598021566	-1.26950567	-0.669250044	-0.798784701	-0.727098044	1.431667445	-1.304390357	-0.853144722	0.121260221	-0.886427018	-0.711626708	-1.352331944	-0.428367633	1.460942254	-0.338983448	0.246555327	-0.632853911	-1.332883703	0.347302589	0.249384821	0.987602971	1.272176797	0.088194247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-134	0.103330883	0.547240356	0.492353214	-0.910547255	-1.187751882	0.012885014	-0.108220141	-2.013284899	3.294389531	-0.346862482	0.055783915	-1.548476499	-0.718687932	-0.223782747	0.021303825	1.098041767	0.74583673	-0.770699063	-1.291904523	-0.667956461	-0.392420043	0.516449965	0.192049274	-0.082358848	-1.539276379	1.314819736	0.547794387	1.754089141	1.268457472	0.582295292	0.773037159	-0.129401224	-0.272741094	-0.857811693	-1.558526466	1.194182926	-1.034960782	-0.925166578	-0.039676609	-1.756254471	-0.966022011	0.994808418	0.421057621	-0.244043726	0.919590194	1.009668719	0.579630091	-0.307974507	-1.189567223	1.093873586	0.695116452	-0.586437263	-0.558819356	0.633143335	-0.904525206	0.817506832	-0.356877947	-0.293569628	0.53322894	-1.978421757	-0.391119098	-2.269746494	0.546068289	0.430555442	0.325546233	1.674179272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-135a-1	0.147894418	-0.312630814	-0.885103919	2.158230191	-0.262907037	-0.452430831	-0.885103919	0.349458648	-0.885103919	0.280407619	-0.151801374	0.142141927	-0.524577924	0.033004191	-0.885103919	0.473025803	-0.538370847	-0.107764374	0.527300045	-0.885103919	0.829040377	4.504256027	-0.885103919	0.074781304	-0.885103919	0.238702499	-0.147264215	-0.885103919	-0.885103919	0.013640572	-0.885103919	0.374740595	1.086932373	-0.885103919	1.566495466	1.053780672	-0.885103919	0.274650631	-0.885103919	-0.885103919	-0.885103919	-0.074909496	-0.885103919	-0.885103919	-0.139157402	-0.103015119	-0.49747977	0.175875019	-0.068487177	0.3492905	-0.885103919	1.387547227	0.486058956	1.210360376	-0.885103919	-0.885103919	2.196123477	0.358126285	-0.394339939	-0.885103919	0.24497031	0.703300857	0.637560287	-0.885103919	-0.46369247	0.433928608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-135a-2	-0.241750747	-0.241750747	-0.241750747	-0.241750747	-0.241750747	-0.241750747	-0.241750747	-0.241750747	-0.241750747	-0.241750747	-0.241750747	-0.241750747	-0.241750747	-0.241750747	-0.241750747	-0.241750747	-0.241750747	-0.241750747	1.837534429	-0.241750747	0.668013182	-0.241750747	-0.241750747	-0.241750747	-0.241750747	-0.241750747	-0.241750747	-0.241750747	-0.241750747	1.412609729	-0.241750747	-0.241750747	-0.241750747	-0.241750747	-0.241750747	2.769428652	-0.241750747	-0.241750747	-0.241750747	-0.241750747	-0.241750747	-0.241750747	-0.241750747	-0.241750747	1.753180867	-0.241750747	-0.241750747	2.654988733	-0.241750747	-0.241750747	-0.241750747	-0.241750747	-0.241750747	-0.241750747	-0.241750747	-0.241750747	3.497354022	-0.241750747	-0.241750747	-0.241750747	5.501754778	-0.241750747	-0.241750747	-0.241750747	-0.241750747	-0.241750747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-135b	-0.015032978	-0.389915028	-0.270455876	-0.8781262	0.483648851	0.09424752	0.415847091	0.508672425	-1.135205046	0.320296409	1.26623367	-0.543035591	0.075005177	0.282901288	0.88739036	-0.511087995	0.647129885	-1.383147873	0.886788339	-0.71248034	-2.296977066	1.529850727	0.43610015	-1.107382494	-1.864872006	0.053585743	-0.161050362	-1.457170925	-1.63132209	0.717030923	-0.041317228	0.28483212	0.748505461	0.008246271	-0.064247273	0.504853523	-0.878762317	0.115367868	-0.873950848	1.44857385	0.578330732	-1.98652591	-0.014362639	-0.470927716	0.341203246	0.002722986	-0.56677339	-0.30784272	-0.999839726	1.200944771	0.526588589	-1.008654318	0.78542979	-0.261982264	-1.458659858	-0.884931111	-1.362190842	0.750405346	-0.705593347	0.369132408	1.305881533	0.754077905	0.190577703	0.15548898	-1.014213188	-0.86157716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-136	0.789062859	0.87590582	-1.875181258	-1.123585395	-0.759893895	-0.341766049	-0.20415345	-2.097294412	-0.525186668	-0.772626569	-0.742432917	-1.407907672	0.612441921	-0.136477221	-0.189885495	1.271090415	0.196175019	0.755160136	-0.199756423	-0.005958163	-0.961964787	0.88917067	-0.530574348	-1.194158962	-0.606218127	2.077998292	0.596102936	1.018405164	1.088741506	0.630715633	-0.546825995	0.745973513	0.035376273	-1.865571266	-0.701749429	0.214683085	-0.779535738	-1.149612519	0.381362689	0.577858719	0.442645718	2.011516462	1.407811197	0.776217158	2.105550953	2.826573124	2.351168113	1.374112514	-1.632084926	-0.182217408	0.584670093	-1.238669615	-0.871558136	0.029909704	-1.013493739	-0.306568472	0.133499512	-0.041290088	0.156715172	-1.086562799	-0.759848588	-0.893482512	0.236449821	-0.326574797	0.830268114	0.908146926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-137	0.435289941	1.030075053	-0.885642596	1.571424457	1.175749007	-0.332367784	1.445462882	2.063972478	-0.885642596	-0.885642596	-0.885642596	1.595111208	-0.006113215	0.288375631	-0.885642596	-0.885642596	0.332593479	-0.885642596	-0.885642596	-0.885642596	1.006834046	-0.885642596	-0.885642596	0.341797543	1.34591247	0.551409537	-0.389439955	-0.885642596	-0.885642596	-0.469405206	1.844180756	-0.885642596	-0.112503337	0.536971601	0.947062037	-0.128029324	-0.885642596	0.903167613	0.778971771	-0.885642596	-0.885642596	-0.885642596	2.839195451	-0.885642596	0.068226341	-0.885642596	0.0568891	-0.156822428	1.007088607	0.692822435	-0.885642596	-0.885642596	-0.885642596	-0.391888264	-0.885642596	-0.885642596	1.498818573	-0.885642596	1.82167327	-0.885642596	-0.885642596	-0.885642596	1.061443495	0.180762567	-0.346768452	-0.885642596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-138-1	0.02915666	0.06028918	0.189429953	-0.702309432	-0.964404255	0.157253128	-0.964404255	-0.203778096	1.248919823	0.156610822	-0.259097458	-0.602376713	2.57292966	1.458529448	-0.964404255	2.629247286	-0.630908627	1.366892427	0.101686295	-0.964404255	-0.471921393	-0.964404255	0.298769612	0.218395264	-0.964404255	-0.381388121	0.332588864	2.162599515	0.895656196	-0.651324525	-0.964404255	0.247342389	-0.964404255	0.105638176	0.414094374	-0.964404255	0.110645821	-0.095538577	0.775296716	0.672547791	-0.964404255	1.852930024	-0.964404255	1.585022565	-0.586873082	-0.212173747	0.331359052	0.470928636	-0.549163284	-0.964404255	1.528974085	-0.27378853	-0.241758002	2.734199567	0.054040691	2.636321629	4.392912116	-0.624010753	-0.964404255	0.100257894	0.558938158	0.563359	1.293717191	0.48686367	-0.964404255	2.730040448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-138-2	-0.129675636	-0.923901345	1.384020001	-0.084589133	-0.923901345	-0.923901345	-0.134355971	-0.923901345	-0.923901345	-0.923901345	-0.923901345	-0.923901345	1.712557944	0.890648237	-0.210081161	2.743206877	-0.541896291	-0.067485678	-0.473169932	-0.923901345	-0.188472471	-0.923901345	0.097504063	0.285108538	-0.923901345	0.314226097	1.636057177	1.445108893	3.592397341	-0.236781436	-0.923901345	-0.168689164	0.311284106	-0.923901345	-0.923901345	-0.923901345	-0.923901345	-0.923901345	0.510287911	1.633052497	0.044327045	-0.923901345	-0.271167711	0.802496943	0.252053296	1.241232735	1.63391383	0.720211423	-0.923901345	-0.923901345	1.578805449	-0.132830411	0.58674529	2.466243409	0.242684017	3.200576983	3.611255773	-0.179437066	-0.923901345	-0.923901345	0.821022587	-0.923901345	0.753658339	1.063219119	-0.044624766	0.91437468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-139	-0.054263762	-0.117725368	2.804346123	1.834018355	0.06833819	-0.924178301	-0.837199457	-0.171014276	5.518529028	-0.567072799	-1.196659319	0.550829729	0.079948556	0.023950652	-0.734952296	0.392956678	-0.984356868	0.320465778	0.446640126	-0.531884887	1.136510734	0.225846512	-0.499910668	0.884264012	-1.285530307	0.128012173	1.015635691	1.160124545	0.091241405	-0.545496143	-0.395149937	-0.142942071	0.186139631	-0.292356157	-0.591637856	-0.396041562	1.066125431	0.895495594	0.941935202	-0.6751519	-1.740141148	-0.255385076	1.801139104	-1.077709588	1.302024739	1.030421012	-0.788830754	-0.210758546	1.002456884	-0.198740255	-1.347500637	-0.22365825	-0.701908609	2.635826118	-1.199321468	-0.05867911	2.001176941	-0.519558288	0.110240168	0.099673721	-0.664513747	-0.603155451	0.249818572	0.248771016	0.857592868	0.060747911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-140	0.015245465	-0.464772179	1.369592382	0.773477119	0.032663338	-0.087624897	0.342294502	-2.365188711	4.593184381	-0.046088236	-0.164232248	-1.172583928	0.341109208	0.070787657	0.772099756	0.959779257	-0.266875758	0.011670544	-1.292256839	0.06730426	-0.903104586	-0.669002439	0.92889855	-0.437433828	1.081295143	1.544476054	0.067500478	1.125458212	-0.626926112	-0.900595843	-0.290055611	-0.540584125	0.106250672	0.640310515	0.435633834	0.749245591	0.509867407	-0.640841577	-0.870361495	-0.457178357	0.141212362	0.237341581	0.795861089	-0.804172742	0.644837654	0.97775423	1.168995729	0.510792053	-1.167819246	0.757072716	0.232130197	0.474787999	0.536583997	2.082766837	0.513843209	0.448749894	0.50429209	-1.17910936	-0.14903501	0.119277597	1.112275343	-0.178400199	0.347043444	0.425607609	-0.590685341	0.432492174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-141	0.283626487	0.999545961	-1.733665218	-2.585242551	-0.819889933	-0.055505211	0.282581095	-0.566668184	-2.141565933	0.91343107	0.895184148	-1.692425347	0.940478385	0.05738583	1.169608274	-0.13412987	-0.835559825	0.914428362	-0.142145074	1.094954311	-2.784404468	-0.535836507	0.866972502	-1.894528112	1.852497517	-0.403072111	-0.409866658	-1.295502951	1.086915755	0.122397412	0.338351643	-0.082031576	0.295547568	0.536130036	0.514119696	0.776532346	0.316146335	-0.240199142	-0.633845966	1.062789448	0.842338611	0.641771294	0.011785463	-0.581736323	-0.541111007	0.708765823	0.290479712	0.549132865	-0.772950783	0.792491832	-0.18249908	-0.628848758	0.512099757	-1.112725037	1.238139041	0.173847844	-2.163461396	-0.065919679	-1.151818324	0.294050582	1.627855587	0.919626368	0.25068049	-0.391866661	-0.580978487	-1.023758777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-142	-0.253862517	0.959195312	-2.164244217	-0.345315358	-1.523571337	-0.999371479	0.097189801	-1.414210012	-2.065315068	0.921705836	0.108361347	-2.191132357	1.236730942	1.947974251	0.907053723	1.629834186	-0.603929346	0.453234362	0.347072857	-0.218358706	-1.188230694	0.603297166	0.351729232	-0.08965609	1.864343257	0.551595081	0.760568614	0.852741674	1.19951294	0.179247254	-0.55976387	-0.421588499	-0.168649155	-0.924856527	-0.542683085	0.60222099	0.36565821	-0.579582507	0.585257759	1.055964756	-0.656989424	0.702349762	0.538611707	0.644539195	-0.242770035	2.14823514	1.623978718	-0.123232743	0.544678991	0.347744872	0.804898367	-0.177958883	1.849946625	0.625853448	0.131277148	0.827068376	1.573818075	-0.071535444	-1.118338929	-0.015704195	0.592907735	-0.107817249	0.621307158	1.439102415	-0.548900015	0.851668646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-143	0.541337568	-1.263679868	0.487776805	1.678672054	0.531361641	-0.54799656	-0.97074268	0.128730278	0.11613265	-1.234907304	-1.170662044	1.751879885	-0.784674242	0.54911819	-1.181236335	0.076688023	0.634580715	-0.709409753	1.106346333	-1.045377715	2.028257326	0.456112925	-1.492078698	1.841490798	-1.20927016	-1.2895548	0.817238013	0.777269966	-0.082761118	-0.032251769	-1.781167249	-0.285804659	-1.218739767	-1.292156875	-0.592481636	-0.080388004	-0.691223154	1.500612486	1.097024143	-1.177278638	-2.083518489	-0.853523347	0.968892553	0.169449401	-0.018146166	-0.625021448	-1.033240751	-0.886541521	1.425625445	-0.465349109	-1.077278813	0.484835976	-1.239146218	0.100518546	-1.204692021	-0.236825538	1.035144678	1.356232517	0.981737734	-0.860814985	-1.602912481	-0.768720472	0.503860859	0.776587611	1.2529466	1.117766108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
