	TCGA.2F.A9KO	TCGA.2F.A9KQ	TCGA.2F.A9KR	TCGA.2F.A9KT	TCGA.4Z.AA7M	TCGA.4Z.AA7O	TCGA.4Z.AA7Q	TCGA.4Z.AA7R	TCGA.4Z.AA7S	TCGA.4Z.AA7W	TCGA.4Z.AA7Y	TCGA.4Z.AA80	TCGA.4Z.AA81	TCGA.4Z.AA82	TCGA.4Z.AA83	TCGA.4Z.AA84	TCGA.4Z.AA86	TCGA.4Z.AA87	TCGA.4Z.AA89	TCGA.5N.A9KI	TCGA.BL.A0C8	TCGA.BL.A13I	TCGA.BL.A13J	TCGA.BL.A3JM	TCGA.BT.A0S7	TCGA.BT.A0YX	TCGA.BT.A20J	TCGA.BT.A20N	TCGA.BT.A20O	TCGA.BT.A20P	TCGA.BT.A20Q	TCGA.BT.A20R	TCGA.BT.A20T	TCGA.BT.A20U	TCGA.BT.A20V	TCGA.BT.A20W	TCGA.BT.A20X	TCGA.BT.A2LA	TCGA.BT.A2LB	TCGA.BT.A2LD	TCGA.BT.A3PH	TCGA.BT.A3PJ	TCGA.BT.A3PK	TCGA.BT.A42C	TCGA.BT.A42E	TCGA.C4.A0EZ	TCGA.C4.A0F0	TCGA.C4.A0F1	TCGA.C4.A0F6	TCGA.C4.A0F7	TCGA.CF.A1HR	TCGA.CF.A1HS	TCGA.CF.A27C	TCGA.CF.A3MF	TCGA.CF.A3MG	TCGA.CF.A3MH	TCGA.CF.A3MI	TCGA.CF.A47S	TCGA.CF.A47T	TCGA.CF.A47V	TCGA.CF.A47W	TCGA.CF.A47Y	TCGA.CF.A5U8	TCGA.CF.A5UA	TCGA.CF.A8HX	TCGA.CF.A8HY	TCGA.CF.A9FF	TCGA.CF.A9FH	TCGA.CF.A9FL	TCGA.CF.A9FM	TCGA.CU.A0YN	TCGA.CU.A3KJ	TCGA.CU.A3QU	TCGA.CU.A3YL	TCGA.CU.A5W6	TCGA.CU.A72E	TCGA.DK.A1A3	TCGA.DK.A1A5	TCGA.DK.A1A6	TCGA.DK.A1AA	TCGA.DK.A1AB	TCGA.DK.A1AC	TCGA.DK.A1AD	TCGA.DK.A1AE	TCGA.DK.A1AF	TCGA.DK.A1AG	TCGA.DK.A2HX	TCGA.DK.A2I1	TCGA.DK.A2I2	TCGA.DK.A2I4	TCGA.DK.A3IK	TCGA.DK.A3IL	TCGA.DK.A3IM	TCGA.DK.A3IN	TCGA.DK.A3IQ	TCGA.DK.A3IT	TCGA.DK.A3IU	TCGA.DK.A3IV	TCGA.DK.A3WW	TCGA.DK.A3WX	TCGA.DK.A3WY	TCGA.DK.A3X1	TCGA.DK.A3X2	TCGA.DK.A6AW	TCGA.DK.A6B0	TCGA.DK.A6B1	TCGA.DK.A6B2	TCGA.DK.A6B5	TCGA.DK.A6B6	TCGA.DK.AA6L	TCGA.DK.AA6M	TCGA.DK.AA6P	TCGA.DK.AA6Q	TCGA.DK.AA6R	TCGA.DK.AA6S	TCGA.DK.AA74	TCGA.DK.AA75	TCGA.DK.AA76	TCGA.DK.AA77	TCGA.E5.A2PC	TCGA.E5.A4U1	TCGA.E7.A3X6	TCGA.E7.A3Y1	TCGA.E7.A4XJ	TCGA.E7.A519	TCGA.E7.A541	TCGA.E7.A5KE	TCGA.E7.A5KF	TCGA.E7.A677	TCGA.E7.A678	TCGA.E7.A6MD	TCGA.E7.A6ME	TCGA.E7.A6MF	TCGA.E7.A7DU	TCGA.E7.A7DV	TCGA.E7.A7PW	TCGA.E7.A7XN	TCGA.E7.A85H	TCGA.E7.A8O7	TCGA.E7.A8O8	TCGA.E7.A97P	TCGA.FD.A3B3	TCGA.FD.A3B4	TCGA.FD.A3B5	TCGA.FD.A3B6	TCGA.FD.A3B7	TCGA.FD.A3B8	TCGA.FD.A3N5	TCGA.FD.A3N6	TCGA.FD.A3NA	TCGA.FD.A3SJ	TCGA.FD.A3SL	TCGA.FD.A3SM	TCGA.FD.A3SN	TCGA.FD.A3SO	TCGA.FD.A3SP	TCGA.FD.A3SQ	TCGA.FD.A3SR	TCGA.FD.A3SS	TCGA.FD.A43N	TCGA.FD.A43S	TCGA.FD.A43U	TCGA.FD.A43X	TCGA.FD.A43Y	TCGA.FD.A5BR	TCGA.FD.A5BS	TCGA.FD.A5BT	TCGA.FD.A5BV	TCGA.FD.A5BX	TCGA.FD.A5BZ	TCGA.FD.A5C0	TCGA.FD.A5C1	TCGA.FD.A62N	TCGA.FD.A62O	TCGA.FD.A62S	TCGA.FD.A6TA	TCGA.FD.A6TB	TCGA.FD.A6TD	TCGA.FD.A6TE	TCGA.FD.A6TF	TCGA.FD.A6TG	TCGA.FD.A6TH	TCGA.FD.A6TI	TCGA.FD.A6TK	TCGA.FJ.A3Z7	TCGA.FJ.A3Z9	TCGA.FJ.A3ZE	TCGA.FJ.A3ZF	TCGA.FT.A61P	TCGA.G2.A2EC	TCGA.G2.A2EF	TCGA.G2.A2EJ	TCGA.G2.A2EK	TCGA.G2.A2EL	TCGA.G2.A2EO	TCGA.G2.A2ES	TCGA.G2.A3IB	TCGA.G2.A3IE	TCGA.G2.A3VY	TCGA.G2.AA3B	TCGA.GC.A3BM	TCGA.GC.A3I6	TCGA.GC.A3WC	TCGA.GC.A3YS	TCGA.GD.A2C5	TCGA.GD.A3OP	TCGA.GD.A3OQ	TCGA.GD.A3OS	TCGA.GD.A6C6	TCGA.GD.A76B	TCGA.GU.A42R	TCGA.GU.A762	TCGA.GU.A763	TCGA.GU.A764	TCGA.GU.A766	TCGA.GU.AATO	TCGA.GU.AATP	TCGA.GU.AATQ	TCGA.GV.A3JV	TCGA.GV.A3JW	TCGA.GV.A3JZ	TCGA.GV.A3QF	TCGA.GV.A3QG	TCGA.GV.A3QH	TCGA.GV.A3QI	TCGA.GV.A3QK	TCGA.GV.A40E	TCGA.GV.A40G	TCGA.GV.A6ZA	TCGA.H4.A2HO	TCGA.H4.A2HQ	TCGA.HQ.A2OE	TCGA.HQ.A2OF	TCGA.HQ.A5ND	TCGA.HQ.A5NE	TCGA.K4.A3WS	TCGA.K4.A3WU	TCGA.K4.A3WV	TCGA.K4.A4AB	TCGA.K4.A4AC	TCGA.K4.A54R	TCGA.K4.A5RH	TCGA.K4.A5RI	TCGA.K4.A5RJ	TCGA.K4.A6FZ	TCGA.K4.A6MB	TCGA.K4.A83P	TCGA.K4.AAQO	TCGA.KQ.A41N	TCGA.KQ.A41O	TCGA.KQ.A41P	TCGA.KQ.A41Q	TCGA.KQ.A41R	TCGA.KQ.A41S	TCGA.LC.A66R	TCGA.LT.A5Z6	TCGA.LT.A8JT	TCGA.MV.A51V	TCGA.PQ.A6FI	TCGA.R3.A69X	TCGA.S5.A6DX	TCGA.S5.AA26	TCGA.UY.A78K	TCGA.UY.A78L	TCGA.UY.A78M	TCGA.UY.A78N	TCGA.UY.A78O	TCGA.UY.A8OB	TCGA.UY.A8OC	TCGA.UY.A8OD	TCGA.UY.A9PD	TCGA.XF.A8HB	TCGA.XF.A8HC	TCGA.XF.A8HD	TCGA.XF.A8HE	TCGA.XF.A8HF	TCGA.XF.A8HG	TCGA.XF.A8HH	TCGA.XF.A8HI	TCGA.XF.A9SH	TCGA.XF.A9SI	TCGA.XF.A9SJ	TCGA.XF.A9SK	TCGA.XF.A9SL	TCGA.XF.A9SM	TCGA.XF.A9SP	TCGA.XF.A9SV	TCGA.XF.A9SW	TCGA.XF.A9SX	TCGA.XF.A9SY	TCGA.XF.A9SZ	TCGA.XF.A9T0	TCGA.XF.A9T2	TCGA.XF.A9T3	TCGA.XF.A9T4	TCGA.XF.A9T5	TCGA.XF.A9T6	TCGA.XF.A9T8	TCGA.XF.AAME	TCGA.XF.AAMG	TCGA.XF.AAMH	TCGA.XF.AAMJ	TCGA.XF.AAML	TCGA.XF.AAMQ	TCGA.XF.AAMT	TCGA.XF.AAMW	TCGA.XF.AAMX	TCGA.XF.AAMY	TCGA.XF.AAMZ	TCGA.XF.AAN0	TCGA.XF.AAN2	TCGA.XF.AAN3	TCGA.XF.AAN4	TCGA.XF.AAN5	TCGA.XF.AAN7	TCGA.XF.AAN8	TCGA.YC.A89H	TCGA.YC.A8S6	TCGA.YC.A9TC	TCGA.YF.AA3M	TCGA.ZF.A9R0	TCGA.ZF.A9R1	TCGA.ZF.A9R2	TCGA.ZF.A9R9	TCGA.ZF.A9RD	TCGA.ZF.A9RM	TCGA.ZF.A9RN	TCGA.ZF.AA4N	TCGA.ZF.AA4T	TCGA.ZF.AA4V	TCGA.ZF.AA4W	TCGA.ZF.AA51	TCGA.ZF.AA52	TCGA.ZF.AA53	TCGA.ZF.AA54	TCGA.ZF.AA56	TCGA.ZF.AA58	TCGA.ZF.AA5P
hsa-mir-1-2	6.557218237	3.375791384	5.489284031	4.076079827	4.382402827	3.774607021	5.825909035	2.406608776	4.995902342	5.341549707	3.123926871	5.953663136	2.972324674	5.748971614	4.709226606	3.953470685	3.810072871	3.944074681	4.105655703	6.906258112	4.135453933	2.305534	8.921647859	2.697962372	4.05253223	3.6836923	6.078201052	8.256466638	3.509599321	3.850896913	8.116427037	7.572626102	5.756983577	7.660042629	4.592300111	7.566094479	4.227990461	7.397792148	6.837434867	4.931310896	3.179838884	2.338563614	3.642277826	3.638948228	3.063882204	3.340919836	7.119474232	4.23770405	4.376727544	6.477451873	5.550737152	3.765202146	1.914918074	3.917025815	1.910383841	2.579740846	4.534005557	2.949231982	5.52551442	2.900751678	5.251813755	5.557425163	2.928493314	3.980711651	4.39625123	2.545605426	5.929660993	2.229125509	5.758757546	2.867399538	9.406712243	2.271349177	1.299055882	5.771736047	4.86871506	6.925655171	7.180445006	5.865373941	2.035726654	4.881628503	7.074508316	2.498017209	7.133331993	6.647687757	4.818310369	2.904453847	6.130510187	5.853600947	3.425297489	5.594900193	5.250416558	6.700380344	2.943980571	4.146833349	6.52979331	6.475466637	6.305631579	3.907121889	2.443328959	3.989556947	6.881577556	3.381198913	2.358853081	3.839078993	3.449965009	4.306234456	4.74607968	2.765198008	3.256565215	5.397929466	4.444818775	4.583337713	3.897730568	4.926821615	5.457699706	5.803213989	6.108762085	4.177342194	3.7180354	3.801463204	2.683791882	3.872001509	5.698922121	3.803427408	4.515676503	4.421108081	2.193226097	1.729346983	4.64423603	3.267406204	6.298414914	5.736388103	1.33482796	3.266911694	1.75643367	3.951773248	6.234735785	4.31537552	3.138283843	2.116237983	5.168864832	5.345631802	5.716675003	3.283686686	3.326027166	1.755159344	7.080004903	5.497622807	2.294233136	3.358242925	7.344873385	6.778296153	3.957568087	4.340773602	2.801557464	5.778036983	6.456765023	6.980228354	4.682638745	2.68187785	7.916790056	4.443395867	2.450730639	2.875075054	7.567002639	4.534503597	3.113045838	4.209668116	7.268829262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-105-1	1.173334066	1	2.184628785	6.381278682	6.635516162	2.68294426	3.509329739	9.322915066	1.113924486	1	2.005497721	7.249715868	1.381263989	1.488463079	1.42251882	5.666174654	1	2.251977467	1.664683529	7.449530754	4.731938666	7.767237328	1.127095718	7.412204129	6.471023733	2.796827388	6.829127562	1.089845901	4.733343656	1.726095735	1.108424092	1.123085426	2.092303186	1	9.283785907	1	5.73568948	2.043094234	1.089976032	6.004401928	6.551620094	6.529516793	5.503834736	5.779299911	1.102965784	2.269189979	1	5.300272747	6.620489465	4.164140074	2.109348523	4.151512791	2.581249761	1.271345591	1.370925332	1.512225875	1	1.277362321	4.169362321	1.275380788	1.43169409	1.234062866	1	3.076246272	1	2.033420887	1.6965049	1.153183384	7.199069663	1.160561405	1	5.744331625	2.2521934	1.433916078	1.679997069	5.592099444	7.291571614	1	5.903874738	1.348714559	1.620442368	7.180866622	6.732036235	1.172855503	2.849705688	1.433232959	1.097058557	1.077020082	6.360677225	3.975769937	4.677752279	5.086686505	1.396605055	6.46031472	1	1.223943927	4.913895543	1.536628371	1.452552738	3.657369732	1.120728823	6.969280865	6.036408711	1.09544648	1.13090386	8.847835051	7.712630286	7.37039046	1	6.507681281	1.150403051	3.140648284	1.281056646	6.052174476	3.063457728	1.208648975	9.829280134	6.089747046	4.931625575	6.508631684	9.385598202	1.280082714	1.315948734	1.73513394	1	6.822652059	8.676599394	2.211496334	4.029626917	1	6.674741821	3.078788794	1	3.461050463	6.096966686	1.409943739	5.135996514	2.950654665	1.498158941	8.80575237	1.464242714	3.713735071	1	6.089034989	7.152656498	1.297804762	1.577961454	1.195222223	6.093153727	2.524121864	1.808131295	1	6.403966163	1.494541057	1.27162109	4.172634162	1	7.49681817	7.687086941	5.509556474	1	1	1	7.285586687	5.60964012	5.102621602	1	1.201665224	1.313412463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-105-2	2.26560162	1	2.398775837	6.164643719	6.640871197	2.610184823	3.291206291	9.350544717	1	1.245283289	2.328523138	7.180507038	1	1.588504294	1.42251882	5.695364027	1	2.739079901	1.475237448	7.393239431	4.508852334	7.760725149	1	7.519461145	6.534140264	2.873775211	7.214407691	1.214921799	4.896859998	1.218519568	1	1.093284321	2.767994141	1.389560755	9.289848265	1	5.625518468	2.161833842	1.17466911	6.038545749	6.421826563	6.612012502	5.192084894	5.82033234	1.19906986	2.33787319	1.25897774	5.56355259	6.717794507	4.123518791	1.985069015	4.113355618	3.497912624	1.186444142	1.370925332	1.360831707	1	1	3.880598158	1.275380788	1.231933701	1.082312914	1.247447548	3.120482998	1	2.286555322	1.389882849	1.153183384	7.250547488	1.160561405	1	5.402427428	2.2521934	1.303261138	1.444965963	5.677596752	7.42756211	1.121451129	5.93722432	1.09539314	1.376874901	7.138792838	6.814302942	1.327198719	2.667818343	1.369472067	1	1.150135904	6.642075556	3.76772619	4.466715597	4.98909549	1	6.384811633	1.053915545	1.116312851	4.715762051	1.877185515	1	3.345880599	1.120728823	6.858840809	6.288251353	1.184968307	1	8.831524538	7.679185302	7.352146086	1	6.529326208	1.150403051	3.259557532	1.281056646	5.89894509	3.553677272	1.302650109	9.836372353	6.145077899	5.258083714	6.466896597	9.366380465	1.716151144	1	2.299839259	1	6.636230675	8.65671624	2.067969755	4.110602364	1	6.662601545	3.030098376	1	3.159076445	6.256358221	1.409943739	4.985153468	3.078502585	1.072518822	8.839349584	1.250714839	3.755771657	1	5.856853238	7.068866363	1	1.577961454	1.283744609	6.054266355	2.701033986	1.563521322	1.079348071	6.366075886	1.184332351	1	3.790198181	1.300261982	7.499157079	7.608620394	5.625242606	1	1.125158438	1.241803582	7.285586687	5.412251932	5.222709444	1.107486347	1	1.216314547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-106a	4.982648062	3.957690193	3.690623707	4.511781365	4.702235421	4.718037264	4.998144042	5.379454096	2.758251575	3.540639342	3.123926871	5.224824249	3.079457135	3.569523295	2.862771338	2.354335364	2.459061454	4.836464781	3.986430778	4.269005385	4.731938666	4.223411351	2.288528958	5.304290057	4.237278042	2.335026982	4.997715894	1.436599486	2.821748578	4.248540225	1.241372223	1.439619414	3.040327688	1.695984462	6.294453975	1.358832268	2.607808706	2.043094234	2.109927161	3.212226444	2.122348034	4.462497888	4.047701529	5.395311924	4.19183021	3.592142331	4.210774737	4.395204868	4.366964691	5.477597647	2.048546597	3.495374358	3.779508834	3.436846237	3.839318594	4.116444525	3.759762086	5.526419612	7.106192809	4.874834778	3.914623455	3.353321315	2.207727026	4.339994978	4.177348892	5.345077894	3.538400716	4.107254159	4.883112118	2.339356624	2.649210528	4.074304877	6.917131525	3.91648639	4.474552142	1.855911582	2.112010143	3.215640393	4.021063116	3.165485899	2.172364939	4.67007013	2.667210004	2.773347388	2.815116521	2.858744725	2.576924053	1.776426189	2.436114388	5.004865885	2.394586577	2.346825871	5.512988115	3.974413213	1.816860986	1.81200403	2.585395965	4.514459502	3.860726069	3.657369732	3.399692284	4.811108719	4.670850701	3.166134073	1.853855561	5.339935422	4.546216126	3.59415044	5.254211438	3.67000853	3.243638314	3.566810162	3.463824357	3.981008978	3.197176582	2.479987415	3.391547643	5.040543109	3.089112002	4.635021193	6.333359273	2.792456006	3.434812614	3.959479362	3.908890611	6.643963234	4.65302739	2.723606614	5.385088408	2.758774119	2.869443271	5.346754366	3.697277863	4.272877427	1.974553908	6.694154011	3.64069091	5.916107301	3.915904326	5.04863282	2.21944735	2.706138413	1.970439188	4.689886296	5.228596037	3.701004478	1.500738838	3.910832227	3.767625986	5.025945253	3.955773663	2.430939557	3.039027116	3.094566973	4.115208823	2.390926819	3.368662901	4.834003244	4.309423165	3.822372336	3.890557104	4.8218127	5.840170863	2.94569066	4.478465932	3.263806792	4.048039267	5.669825102	4.104809987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1185-1	1.467784466	1	1	1.623488585	1	1.211530598	1	1.185986395	1.113924486	1	1	1.317081163	1.138588416	1.488463079	1.327916108	1	1	1.399278847	1	1	1.230271272	1	1.043620977	1.972248566	1.437448282	1.561571026	1	1.089845901	1	1.218519568	1	1.093284321	1.359561089	1	1.247900785	1	1.236433838	1.082599731	1.089976032	1.4323325	1.742072629	1.421992352	1.162420172	1.708223441	1.102965784	1.066273155	1	1.267861753	1.189168596	1.087080561	1.236430164	1.300929066	1	1	1	1.360831707	1	1	1	1	1.120622669	1	1	1.091740449	1.277089701	1.061595806	1.551324548	1.153183384	1.269386893	1	1.192120292	1	1.299055882	1.15958398	1	1.198186094	1.472129523	1.121451129	1.159219697	1.184867411	1.162739185	1.605302784	1.284040264	1	1.923377787	1	1.314484238	1.349575325	1.512457497	1.421764587	1.357140954	1.08643188	1	1.321271808	1.383637944	1.274890793	1.180648834	1.174708733	1	1	1	1.183704371	1.334341728	1.09544648	1.066935782	1	1	1.110995912	1	1	1.150403051	1.20356202	1.281056646	1.273755772	1.266601264	1.208648975	1.160891799	1	1	1	1	1	1	1.340073407	1	1.341750116	1.105254995	1	1.129994461	1	1.228012711	1.189282478	1	1	1.186325598	1.219483904	1	1	1	1	1.464242714	1.090383293	1	1	2.181198303	1.544530392	1.10809083	1	1.34748141	1.357740598	1.095272951	1.079348071	1.126261242	1.494541057	1	1	1.300261982	1	1.340369137	1	1.208162005	1.539171718	1	1.126982104	1	1.103746041	1.88818525	1.201665224	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1197	1	1.14722984	1.084909899	1	1.12754348	1	1	1	1	1	1	1.167234593	1	1	1	1.175981209	1	1.145720491	1	1	1.428797915	1.575877679	1	1.401228509	1.191162127	1	1	1	1.248273719	1.113393127	1	1	1	1.389560755	1	1	1.123054958	1.082599731	1.254664181	1.097452361	1.224218747	1	1.56232938	1.212192664	1	1	1	1	1.575673927	1.246901772	1.236430164	1	1	1.096231487	1.370925332	1	1.253902157	1	1	1	1	1	1	1	1	1	1.208072084	1	1	1	1	1.436660778	1	1	1	1	1	1.121451129	1	1	1	1.176737009	1	1	1.469089931	1	1.097058557	1	1	1	1	1	1	1.321271808	1.156054187	1.059328279	1	1	1	1.494026914	1	1	1	1	1.066935782	1.119459768	1	1	1	1	1	1.295496172	1	1	1	1.302650109	1	1	1	1	1	1.146827241	1	1	1	1	1	1	1.129994461	1	1.118505915	1	1	1	1	1	1	1	1	1	1	1.090383293	1.120645891	1.673793839	1	1	1	1	1.34748141	1	1	1.079348071	1.126261242	1	1	1	1.081124162	1	1	1	1	1	1	1.351652638	1	1	1.107486347	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-122	1.467784466	1	1	1	1	1	1	1	1	1	1	1	1	4.582601342	1	1	1	1	1	1	1.428797915	1	1	1.111242358	1	1	1.49028413	1	1	1	1	1	1	1	1.247900785	1	1	1.160725321	1	1	1	1	1	1	1.102965784	1	1	1	1	1	1	1	1	1	1.370925332	1	1	1	1	1	1	1	1.247447548	1	1	1	1.828401674	2.229125509	1	1	1	1	1	1	1.567262624	1	1	1	1.159219697	1	1	1	1	1	1	1	1.187996989	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.066935782	1.119459768	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.226765603	1	1	1	1	1	1	1	1.129994461	1.2128065	1.118505915	1	1	1	1.186325598	1	1	1	1	1.047351322	1	1	1	1	1.276526442	1	1	1	1	1	1.184642113	1	1	1	1.500116228	1	1	1	1	1.166962192	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1224	1	1.14722984	1.313229015	1	1	1.211530598	1.137323831	2.070907918	1.113924486	1.245283289	1	1	1	1	1	1.175981209	1.149689898	1	1.475237448	1	1.230271272	1	1.043620977	1.783600812	1.191162127	2.439969875	1	1.045621899	1	1	1	1	1.359561089	1.389560755	1.247900785	1	1	1.305326781	1.17466911	1.097452361	2.948022345	1	1.162420172	1.90416614	1	5.686506074	1.135291883	1	1.641940404	1.903856208	1	1	1.151446466	1	1.665723843	1.191667501	1	1.277362321	1.407502316	1.144251335	2.033123066	3.060243189	2.612661294	1.091740449	2.53890264	1	1	1	1	1.372177625	1	1	1.546637684	1	1.311333958	1.287924359	1.8272585	1.233466599	1	1.269115755	1	1.476094935	1	1.172855503	1.060314448	1	1	1.468697998	1	1	1.15361599	1.167976368	1	1	1.053915545	1	1	1	1	1	1	1	1	1.34889355	1.13090386	1	1	1.400422072	1	1.095956142	1.150403051	1	1.516185637	1	1	1	1.160891799	1.158046778	1	1	1.226765603	1.280082714	1	1.340073407	2.350551842	1.123133115	1.683000649	1.286048402	1	1.2128065	1	4.338108456	1.606399112	1	1	1.219483904	1	1	1.072518822	1.18073857	1	1.090383293	1	1	1	1.297804762	1	1.100910388	1	1.357740598	1	1.079348071	1.866434451	1	1	1	1	1	1	1	1.072776043	1.240320436	1.629855502	1	1	1.457122509	1.107486347	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
