	TCGA.CS.4938	TCGA.CS.4942	TCGA.CS.4943	TCGA.CS.4944	TCGA.CS.5390	TCGA.CS.5393	TCGA.CS.5394	TCGA.CS.5396	TCGA.CS.5397	TCGA.CS.6186	TCGA.CS.6188	TCGA.CS.6665	TCGA.CS.6666	TCGA.CS.6668	TCGA.CS.6669	TCGA.CS.6670	TCGA.DB.5270	TCGA.DB.5273	TCGA.DB.5274	TCGA.DB.5275	TCGA.DB.5276	TCGA.DB.5277	TCGA.DB.5278	TCGA.DB.5279	TCGA.DB.5280	TCGA.DB.5281	TCGA.DB.A4X9	TCGA.DB.A4XA	TCGA.DB.A4XB	TCGA.DB.A4XC	TCGA.DB.A4XD	TCGA.DB.A4XE	TCGA.DB.A4XF	TCGA.DB.A4XG	TCGA.DB.A4XH	TCGA.DB.A64L	TCGA.DB.A64O	TCGA.DB.A64P	TCGA.DB.A64Q	TCGA.DB.A64R	TCGA.DB.A64S	TCGA.DB.A64U	TCGA.DB.A64V	TCGA.DB.A64W	TCGA.DB.A64X	TCGA.DB.A75K	TCGA.DB.A75L	TCGA.DB.A75O	TCGA.DB.A75P	TCGA.DH.5140	TCGA.DH.5141	TCGA.DH.5142	TCGA.DH.5143	TCGA.DH.5144	TCGA.DH.A66B	TCGA.DH.A66D	TCGA.DH.A66F	TCGA.DH.A66G	TCGA.DH.A7US	TCGA.DU.5847	TCGA.DU.5849	TCGA.DU.5851	TCGA.DU.5852	TCGA.DU.5853	TCGA.DU.5854	TCGA.DU.5855	TCGA.DU.5870	TCGA.DU.5871	TCGA.DU.5872	TCGA.DU.5874	TCGA.DU.6392	TCGA.DU.6393	TCGA.DU.6394	TCGA.DU.6395	TCGA.DU.6396	TCGA.DU.6397	TCGA.DU.6399	TCGA.DU.6400	TCGA.DU.6401	TCGA.DU.6402	TCGA.DU.6403	TCGA.DU.6404	TCGA.DU.6405	TCGA.DU.6406	TCGA.DU.6407	TCGA.DU.6408	TCGA.DU.6410	TCGA.DU.6542	TCGA.DU.7006	TCGA.DU.7007	TCGA.DU.7008	TCGA.DU.7009	TCGA.DU.7010	TCGA.DU.7012	TCGA.DU.7013	TCGA.DU.7014	TCGA.DU.7015	TCGA.DU.7018	TCGA.DU.7019	TCGA.DU.7290	TCGA.DU.7292	TCGA.DU.7294	TCGA.DU.7298	TCGA.DU.7300	TCGA.DU.7301	TCGA.DU.7302	TCGA.DU.7304	TCGA.DU.7306	TCGA.DU.7309	TCGA.DU.8158	TCGA.DU.8161	TCGA.DU.8162	TCGA.DU.8163	TCGA.DU.8164	TCGA.DU.8165	TCGA.DU.8166	TCGA.DU.8167	TCGA.DU.8168	TCGA.DU.A5TP	TCGA.DU.A5TR	TCGA.DU.A5TS	TCGA.DU.A5TT	TCGA.DU.A5TU	TCGA.DU.A5TW	TCGA.DU.A5TY	TCGA.DU.A6S2	TCGA.DU.A6S3	TCGA.DU.A6S8	TCGA.DU.A76K	TCGA.DU.A76L	TCGA.DU.A76O	TCGA.DU.A76R	TCGA.DU.A7T6	TCGA.DU.A7TA	TCGA.DU.A7TB	TCGA.DU.A7TD	TCGA.DU.A7TG	TCGA.DU.A7TI	TCGA.DU.A7TJ	TCGA.E1.5302	TCGA.E1.5303	TCGA.E1.5304	TCGA.E1.5305	TCGA.E1.5307	TCGA.E1.5311	TCGA.E1.5318	TCGA.E1.5319	TCGA.E1.5322	TCGA.E1.A7YH	TCGA.E1.A7YI	TCGA.E1.A7YJ	TCGA.E1.A7YL	TCGA.E1.A7YM	TCGA.E1.A7YN	TCGA.E1.A7YQ	TCGA.E1.A7YS	TCGA.E1.A7YV	TCGA.E1.A7YW	TCGA.E1.A7YY	TCGA.E1.A7Z2	TCGA.E1.A7Z3	TCGA.E1.A7Z6	TCGA.EZ.7264	TCGA.F6.A8O3	TCGA.F6.A8O4	TCGA.FG.5962	TCGA.FG.5963	TCGA.FG.5964	TCGA.FG.5965	TCGA.FG.6688	TCGA.FG.6689	TCGA.FG.6690	TCGA.FG.6691	TCGA.FG.7634	TCGA.FG.7636	TCGA.FG.7637	TCGA.FG.7638	TCGA.FG.7641	TCGA.FG.7643	TCGA.FG.8181	TCGA.FG.8182	TCGA.FG.8185	TCGA.FG.8186	TCGA.FG.8187	TCGA.FG.8188	TCGA.FG.8189	TCGA.FG.8191	TCGA.FG.A4MT	TCGA.FG.A4MU	TCGA.FG.A4MW	TCGA.FG.A4MX	TCGA.FG.A4MY	TCGA.FG.A60J	TCGA.FG.A60L	TCGA.FG.A6IZ	TCGA.FG.A6J3	TCGA.FG.A70Y	TCGA.FG.A70Z	TCGA.FG.A710	TCGA.FG.A713	TCGA.FG.A87N	TCGA.FG.A87Q	TCGA.HT.7467	TCGA.HT.7468	TCGA.HT.7469	TCGA.HT.7470	TCGA.HT.7471	TCGA.HT.7472	TCGA.HT.7473	TCGA.HT.7474	TCGA.HT.7475	TCGA.HT.7476	TCGA.HT.7477	TCGA.HT.7478	TCGA.HT.7479	TCGA.HT.7480	TCGA.HT.7481	TCGA.HT.7482	TCGA.HT.7483	TCGA.HT.7485	TCGA.HT.7601	TCGA.HT.7602	TCGA.HT.7603	TCGA.HT.7604	TCGA.HT.7605	TCGA.HT.7606	TCGA.HT.7607	TCGA.HT.7608	TCGA.HT.7609	TCGA.HT.7610	TCGA.HT.7611	TCGA.HT.7616	TCGA.HT.7620	TCGA.HT.7676	TCGA.HT.7677	TCGA.HT.7680	TCGA.HT.7681	TCGA.HT.7684	TCGA.HT.7686	TCGA.HT.7687	TCGA.HT.7688	TCGA.HT.7689	TCGA.HT.7690	TCGA.HT.7691	TCGA.HT.7692	TCGA.HT.7693	TCGA.HT.7694	TCGA.HT.7695	TCGA.HT.7854	TCGA.HT.7855	TCGA.HT.7856	TCGA.HT.7857	TCGA.HT.7858	TCGA.HT.7860	TCGA.HT.7873	TCGA.HT.7874	TCGA.HT.7875	TCGA.HT.7877	TCGA.HT.7879	TCGA.HT.7880	TCGA.HT.7881	TCGA.HT.7882	TCGA.HT.7884	TCGA.HT.7902	TCGA.HT.8010	TCGA.HT.8011	TCGA.HT.8012	TCGA.HT.8013	TCGA.HT.8015	TCGA.HT.8018	TCGA.HT.8019	TCGA.HT.8104	TCGA.HT.8105	TCGA.HT.8106	TCGA.HT.8107	TCGA.HT.8109	TCGA.HT.8110	TCGA.HT.8111	TCGA.HT.8113	TCGA.HT.8114	TCGA.HT.8558	TCGA.HT.8564	TCGA.HT.A4DV	TCGA.HT.A5R5	TCGA.HT.A5R7	TCGA.HT.A5R9	TCGA.HT.A5RB	TCGA.HT.A614	TCGA.HT.A615	TCGA.HT.A616	TCGA.HT.A617	TCGA.HT.A618	TCGA.HT.A619	TCGA.HT.A61A	TCGA.HT.A61B	TCGA.HT.A74H	TCGA.HT.A74L	TCGA.HT.A74O	TCGA.HW.7486	TCGA.HW.7487	TCGA.HW.7489	TCGA.HW.7490	TCGA.HW.7491	TCGA.HW.7493	TCGA.HW.7495	TCGA.HW.8319	TCGA.HW.8320	TCGA.HW.8321	TCGA.HW.8322	TCGA.HW.A5KJ	TCGA.HW.A5KK	TCGA.HW.A5KM	TCGA.IK.7675	TCGA.IK.8125	TCGA.KT.A74X	TCGA.P5.A5ET	TCGA.P5.A5EU	TCGA.P5.A5EV	TCGA.P5.A5EW	TCGA.P5.A5EX	TCGA.P5.A5EY	TCGA.P5.A5EZ	TCGA.P5.A5F0	TCGA.P5.A5F1	TCGA.P5.A5F2	TCGA.P5.A5F4	TCGA.P5.A5F6	TCGA.P5.A72U	TCGA.P5.A72W	TCGA.P5.A72X	TCGA.P5.A72Z	TCGA.P5.A730	TCGA.P5.A731	TCGA.P5.A733	TCGA.P5.A735	TCGA.P5.A736	TCGA.P5.A737	TCGA.P5.A77W	TCGA.P5.A77X	TCGA.P5.A780	TCGA.P5.A781	TCGA.QH.A65S	TCGA.QH.A65V	TCGA.QH.A65X	TCGA.QH.A65Z	TCGA.QH.A6CS	TCGA.QH.A6CU	TCGA.QH.A6CV	TCGA.QH.A6CX	TCGA.QH.A6CY	TCGA.QH.A6CZ	TCGA.QH.A6X4	TCGA.QH.A6X5	TCGA.QH.A6X8	TCGA.QH.A6X9	TCGA.QH.A6XA	TCGA.QH.A6XC	TCGA.QH.A86X	TCGA.QH.A870	TCGA.R8.A6MK	TCGA.R8.A6ML	TCGA.R8.A6MO	TCGA.RY.A83X	TCGA.RY.A83Y	TCGA.RY.A83Z	TCGA.RY.A843	TCGA.RY.A845	TCGA.S9.A6TS	TCGA.S9.A6TU	TCGA.S9.A6TV	TCGA.S9.A6TX	TCGA.S9.A6TY	TCGA.S9.A6U0	TCGA.S9.A6U1	TCGA.S9.A6U5	TCGA.S9.A6U6	TCGA.S9.A6U9	TCGA.S9.A6WD	TCGA.S9.A6WE	TCGA.S9.A6WG	TCGA.S9.A6WH	TCGA.S9.A6WN	TCGA.S9.A6WP	TCGA.S9.A6WQ	TCGA.S9.A7IQ	TCGA.S9.A7IS	TCGA.S9.A7IY	TCGA.S9.A7IZ	TCGA.S9.A7J0	TCGA.S9.A7J1	TCGA.S9.A7J2	TCGA.S9.A7QX	TCGA.S9.A7QZ	TCGA.S9.A7R1	TCGA.S9.A7R4	TCGA.S9.A7R8	TCGA.TM.A7C5	TCGA.TM.A7CF	TCGA.TM.A84R	TCGA.TM.A84S	TCGA.TQ.A7RF	TCGA.TQ.A7RG	TCGA.TQ.A7RH	TCGA.TQ.A7RK	TCGA.TQ.A7RN	TCGA.TQ.A7RQ	TCGA.TQ.A7RR	TCGA.TQ.A7RS	TCGA.TQ.A7RV	TCGA.TQ.A7RW	TCGA.TQ.A8XE	TCGA.VM.A8C8	TCGA.VM.A8C9	TCGA.VM.A8CA	TCGA.VM.A8CB	TCGA.VM.A8CD	TCGA.VM.A8CE	TCGA.VM.A8CH	TCGA.VV.A829	TCGA.VV.A86M	TCGA.VW.A7QS	TCGA.W9.A837	TCGA.WY.A85B	TCGA.WY.A85C	TCGA.WY.A85D
hsa-mir-1-2	1.707758006	1.179579839	1.470239576	1.332068567	2.543280082	2.488893628	1.644526829	2.096109681	2.538844797	1.061538436	2.321461452	2.422002043	1.788776737	2.640637354	4.953616975	3.431525752	3.159100671	1.566333445	2.168728351	1.962482023	2.868580297	2.751912271	3.377800227	2.434020733	1.527127401	2.554200315	1.850624225	2.1725592	2.12520209	3.188316253	1.504947282	1.614053475	1.804730541	2.568988637	3.692459895	3.184236489	2.38688239	2.229299355	1.8565814	2.73237775	1.308895539	2.220884945	1.943709078	3.008338976	2.736265212	1.76760014	2.947942327	2.343236963	2.693589545	2.539021547	2.826992794	1.569295673	2.501944287	2.507857293	1.439900215	1.84755802	2.118425845	2.95043202	2.804799296	1.915904803	3.178765784	3.050335565	2.920517024	2.664514243	2.980091491	2.122004054	2.582056874	2.155700343	2.657914343	2.393322837	2.478802553	1.906854432	1.745214524	1.838103443	1.992680706	2.542548541	2.019130416	3.156414254	1.694480862	1.329670712	2.278564386	3.918656524	1.124684794	1.370529791	1.496725656	1.848885894	2.06989701	2.333671604	1.918596135	2.431558244	1.614711257	3.082736136	2.573490868	3.116043974	2.101680664	3.751699902	1.769809816	2.655819598	3.030834667	2.891023072	3.770997826	2.271478566	2.355185452	4.133609719	2.231457293	3.381173297	3.406312031	1.95681424	4.726478782	1.873446672	3.590639143	3.664743594	2.468125805	3.633086713	2.245320107	3.112160147	2.9081106	2.211486366	1.5741049	1.399958003	2.016270591	2.936242363	2.520066654	1.798058812	1.903806474	2.690999867	3.325486295	2.19063477	3.964613588	5.168094423	2.40383269	2.319355786	3.541212119	2.175801138	3.578930021	2.189651899	6.304708504	2.436644789	1.235364962	1.423735205	1.775491397	4.485083245	3.656100347	2.302916187	2.606395322	2.260981915	2.281380748	1.271433445	2.11750389	2.490046609	1.501598629	1.631614666	3.690123274	3.263589586	2.330261513	2.267503139	3.607267455	2.527396182	5.532059976	4.263293166	5.032939629	3.695094409	2.274423294	1.659273829	3.075793251	4.329047009	3.385193145	3.219071847	4.613433289	2.786502897	3.2478329	3.302325924	1.602576601	2.270903546	2.253971724	2.89590672	2.077711628	2.440283834	4.025853323	5.860043892	1.754771654	2.583721009	2.364697927	3.205561735	1.715424254	5.192177513	2.206431305	1.317293648	1.529709024	3.045466736	2.187785796	2.080033384	1.332162542	1.710498112	2.239940554	2.837802194	2.977021223	3.386480716	2.6875642	4.169309641	2.202242487	2.631345061	5.175796668	2.013946352	1.583562407	3.002394329	2.237323249	2.417935666	1.141992495	3.715737454	3.725305992	5.385140467	3.051663396	3.24428307	1.403525148	3.018138118	4.764850789	1.96929566	2.987569177	2.401073376	2.834044316	2.087152883	3.555575072	1.101381815	3.840414791	1.150079998	4.16596635	2.127259847	1.329271734	2.884488518	1.841068183	3.443724263	2.844989161	1.615313177	2.316153854	2.591043131	2.77292213	1.082346299	2.042135102	3.193053055	3.95786168	2.308764804	2.510572339	1.53833503	1.343191189	1.539137465	4.427624676	4.756374261	2.775926852	1.419719554	4.945502924	1.976546573	2.034029379	1.827718642	1.375960793	4.160722578	2.458515872	3.680793213	2.100572022	3.886098442	3.079304716	3.233451873	1.944667698	2.660001485	3.377624509	1.505306113	1.962386144	1.878221536	3.804485435	5.212221618	5.040162879	3.066402157	3.266194352	2.944517217	4.895682151	2.906088042	2.063956733	2.384914336	5.225750955	1.976246676	4.212448487	2.22263704	3.164380181	3.651163313	4.349155695	5.334333897	2.744852562	2.158676654	2.116627585	3.885843746	2.088180616	3.613711861	2.207716407	3.830022531	1.786402317	3.162086906	1.370316076	1.226505447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-105-1	4.010129764	4.028199149	5.157435101	3.837317703	5.097125828	5.008912883	4.831454249	5.979333249	4.407992576	1.68714447	2.911372908	5.388527504	6.27660438	5.551033942	7.339481222	5.798176888	5.210200215	5.10982493	4.302805303	6.203132525	5.002385057	6.864061225	5.476665046	5.128595966	3.602209093	4.103977283	6.043107646	5.699649932	6.159531325	5.080331272	5.121317962	6.813867122	5.332403002	5.444346638	5.818208888	5.470755791	3.960427007	5.392989287	4.745301881	5.669121099	4.50918986	4.765444787	4.926681216	7.42279155	5.472319675	4.068426959	4.767196442	5.598650572	5.55297603	5.662729179	3.63383025	3.78933196	4.797568516	4.673660665	5.423827092	3.875488153	4.31174076	6.325170692	4.807706588	2.912488726	4.861429091	5.473050053	4.31411926	4.841009491	3.346319127	5.470981741	5.332733852	4.534914588	3.795152674	5.589429585	4.361705486	5.778145457	5.403261347	4.463364679	5.562291887	5.065495453	5.221814648	6.275164647	4.157069022	2.107868613	4.518175931	1.98856654	1.706539835	1.863872656	5.000160536	4.3409392	7.418070312	4.472490176	4.008631918	5.468085977	6.352046817	4.522234442	5.738288101	3.420637348	2.800371272	3.853333512	5.749462399	6.125577564	5.357588036	3.748238049	5.657960175	5.692895206	5.598489911	5.421680916	3.470085961	6.337737384	5.631836099	5.9071567	5.84409591	5.390174323	3.905371793	6.434414977	4.308873702	5.837182171	2.715682331	5.811131844	5.230942812	5.836740234	4.479105006	4.446727345	4.624655576	4.445562974	5.736045736	5.218516081	3.039383912	5.355989424	5.292403029	5.950735722	4.393996498	4.390180033	5.671417027	6.332237263	6.846893549	6.23603404	6.429789395	2.0966977	5.854218021	5.84978394	1.437663465	4.191657711	5.155071758	1.789421277	5.416783174	5.315848844	5.343319161	4.028129558	4.320927528	5.81977278	4.003292078	7.657915243	2.861273346	4.39522242	4.737962621	3.361011729	1.889003471	5.548550125	4.028288188	4.800867966	6.242118516	4.194540897	4.556562459	4.645090032	5.419845364	5.712889297	5.759880569	6.845740544	4.973085896	5.861836565	4.340069418	4.23589659	5.224852912	5.233582713	4.40153736	6.010554758	6.064791064	4.898891125	4.88484224	5.688368014	5.335461675	6.986969087	4.300097214	4.21181955	5.344631213	3.98945622	5.816423531	7.07027949	4.540479095	6.702770824	1	4.837366856	3.503708855	4.73775538	6.46398302	5.485757836	4.965347116	5.590124745	4.92030464	6.148313669	5.1460609	6.556183192	6.487047821	3.806186691	5.130152329	5.465825357	2.274372897	5.704688961	5.581565828	5.223093195	3.036621487	5.097748023	5.785114068	5.379947534	6.372229142	6.825186169	5.071597337	5.656164118	5.48220354	5.346905278	4.40529187	3.09827115	5.983372891	4.096009629	5.76390419	5.457238138	5.571010942	5.771430678	6.425265242	3.109834247	4.999836335	6.349362924	3.681377073	6.214584377	4.33850621	4.76292445	4.395492458	3.208769288	5.292853183	6.298515963	4.18521219	5.192113781	5.991957775	5.185859807	5.6113772	4.598548687	5.691630835	4.959394134	5.789953227	5.25527808	3.571048512	4.6367398	6.666844557	5.682438825	4.294738953	3.10206212	3.85833297	5.888844757	5.799303487	5.177460441	4.587379394	6.093697704	5.58514475	2.812483439	5.356903983	6.302977162	5.60034624	4.119265113	6.631855723	5.821018392	7.14883457	6.474203298	6.845272664	3.826477914	5.390191764	4.325115308	6.428984672	6.112320166	4.040121794	5.562325991	6.069507318	4.31169136	6.127492882	5.939838629	4.797699651	4.959936667	5.939811766	4.832314289	5.251731588	5.710646744	4.652799953	6.457646409	4.065323713	4.689945097	5.737171019	6.800720102	4.832230425	5.899544525	5.510020222	3.667873056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-105-2	4.341572087	4.119044528	5.089083944	3.685974674	5.136920344	5.162362283	4.716947284	5.884201247	4.360115682	1.647559045	2.970661712	5.472785638	6.396087356	5.605462154	7.196471785	5.867218905	5.257896751	5.062180009	4.483125891	6.209311331	5.03732265	6.906776426	5.427069856	5.201739786	3.703369629	4.313050843	5.978409844	5.822783904	6.168175114	4.911085762	5.203310333	6.700687258	5.412775937	5.510581358	5.71993031	5.413533224	4.111856869	5.365575772	4.771891863	5.770263774	4.470869681	4.552856209	4.807311074	7.463369894	5.541800618	4.391752463	5.055000551	5.506798202	5.472281523	5.535989905	3.581388369	3.545471122	4.685910891	4.662348281	5.389882608	3.806508121	4.472583298	6.37027921	4.825942504	2.89235916	5.13999322	5.280152552	4.087404623	4.931726025	3.499600114	5.610918528	5.344581791	4.584981616	3.900490089	5.530545828	3.872600865	5.784133525	5.394590589	4.556455718	5.375070475	5.112791195	5.060733452	6.263404857	4.284596896	2.548658561	4.483562099	2.035501803	1.784214996	1.434447287	4.632903734	4.471704865	7.449622052	4.385210751	3.981785082	5.506300566	6.363262101	4.923327961	5.927510775	3.650873446	3.240206848	3.917317748	5.823176167	6.146343346	5.050706377	3.748238049	5.540716174	5.540516694	5.667515823	5.486900425	3.660201315	6.420784599	5.573650732	5.909815746	5.93882449	5.383000811	3.764797404	6.424662558	4.69847504	5.735599834	2.946973909	5.896059571	5.230942812	5.896382106	4.512758348	4.616040749	4.811390262	4.321241136	5.955702721	5.020574828	2.949289701	5.342270239	5.308198704	6.01413827	4.336600175	4.363839133	5.573817544	6.386808257	6.898992006	6.168760377	6.380213225	1.361388269	5.751793935	5.789415851	1.235364962	4.200614441	5.169409948	2.296758103	5.499371744	5.23308533	5.3792035	3.948802661	4.260671712	5.861462789	4.095020892	7.611799682	3.042069946	4.527096679	4.727579884	3.720486973	1.960920515	5.515639859	3.761666856	4.785798687	6.357888694	4.263293166	4.775741215	4.726514966	5.436242142	5.647703628	5.84536093	6.820851561	5.117849027	5.700806837	4.477755094	3.736628253	5.2852885	5.285845502	4.530700098	5.936728832	6.108347768	4.898891125	5.077482631	5.684675134	5.260615339	6.898673791	4.51050493	3.901956518	5.457814369	4.279857473	5.64810435	7.185422273	4.368486556	6.606507832	1.222018715	4.810814887	3.492454543	4.622022292	6.42539166	5.361339171	4.957928988	5.374273418	4.872893113	6.261321203	5.219569205	6.698732791	6.63434959	3.458316509	5.12240254	5.508590915	2.179853689	5.650599404	5.497353947	5.371980981	3.36095823	5.282928504	5.67017995	5.460871496	6.470105847	6.978448823	4.94127161	5.571932838	5.342261704	5.31022377	4.034944804	3.14556448	5.930810322	4.082392714	5.819998218	5.598329203	5.545427659	5.782966689	6.601487242	3.148888725	4.86671999	6.321882216	3.823973694	6.073161746	4.362165748	4.810579038	4.255709947	3.300038332	5.152822632	6.243656096	4.457782397	5.295951568	5.782479545	5.090784384	5.716590422	4.709593316	5.732283827	5.257322514	5.784696321	5.269749415	3.981985138	4.646497941	6.640147119	5.757481192	4.294738953	3.165733661	3.780101765	6.030705203	5.887156118	5.134734747	4.69516887	6.000737389	5.580923347	3.233451873	5.369370824	6.368092477	5.610709097	4.230893525	6.605553195	5.806688681	7.14883457	6.567744982	6.775362481	3.826477914	5.366772615	4.516854919	6.298646678	6.076306289	3.494490751	5.514300108	6.024670358	4.187574098	6.187929867	5.839064098	4.958430033	5.040043085	5.925499253	4.670237463	5.197789843	5.7375576	4.856951041	6.464989914	4.065323713	4.457527382	5.645777561	6.712403395	4.749837899	5.859803286	5.362757067	3.931663392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-10a	8.089123133	5.545808744	5.027108259	6.76159293	6.482715202	4.557764379	4.518525445	8.037892182	9.549159548	3.273477994	7.080542081	6.582646786	4.889918013	3.739445906	6.171870866	5.402907174	6.683572725	4.763386662	6.308393078	4.725432193	6.482346479	7.365276397	6.477622448	6.988108959	6.502274615	5.430212367	6.323350612	5.894725961	4.882279151	5.088294018	3.804618112	4.894350448	4.526490601	5.657241266	5.064946813	5.949152451	7.485696703	6.184012482	4.423431944	4.668950659	6.173828518	4.678141108	7.149145258	4.832327	6.587772642	4.873662672	5.291202054	4.285919573	8.117312898	5.737393948	5.671443183	3.720401822	4.378538812	7.50899436	5.653714271	3.447338904	7.266319819	6.005936272	5.251749385	8.330274471	7.092578014	5.445308869	13.22145106	6.125778435	7.450474251	6.315573548	6.549041613	7.609517246	8.201759048	7.04454284	6.985155256	5.706384065	4.49443366	7.027324258	6.157565582	8.594140521	6.681116524	7.483369222	7.130790567	8.437893289	13.35747057	7.472353731	12.74959	12.53674828	6.477897956	6.62605962	6.90711981	5.792656422	10.32842393	6.335540209	6.057453651	4.97543099	4.883923936	9.568409273	11.32857179	7.305228633	5.057623818	6.753633589	5.357588036	6.671453487	12.84511727	5.285475536	4.573871519	6.565375804	6.53187364	4.835564214	6.325231256	7.378525461	6.325266863	10.23471431	9.094655179	4.778380806	4.672637997	4.193785776	12.46491441	4.936096185	6.176400291	5.914853416	4.241716802	5.636935368	4.553136401	12.38270213	5.897771583	5.655843492	12.49956864	6.017791191	4.592912887	4.263582451	13.33747915	9.076704206	4.380982549	7.262192193	7.034554754	4.017425607	4.131885269	13.50783886	7.229478101	5.247028358	11.95013681	4.3449406	4.419256257	6.816521644	4.162678047	3.515778294	4.984182048	4.878138778	6.731153624	4.086381773	3.475572489	4.236829642	7.935555824	10.53118117	7.196392436	14.97472618	12.72591487	6.658073406	5.175529152	3.418076309	5.746748439	5.337299773	5.758161934	4.545046318	6.918887727	6.98892052	6.480345156	7.017674836	7.805338055	6.56105294	5.960049836	10.59029188	4.584852611	4.729032806	4.308521499	4.881805358	4.145378778	6.479191169	5.675034062	4.923275898	6.672781007	8.323126986	3.700199212	5.225064187	4.291027662	5.007883668	4.968848544	6.594549669	6.129249567	5.02249472	11.46990351	9.307449066	6.513709755	7.835522188	5.706707025	4.176544666	4.728681344	5.590124745	6.661042314	9.092292214	5.673834139	5.318596314	6.983986309	6.826480037	4.524403805	4.846546018	5.432542134	5.547814004	4.245654618	5.536929506	5.91488302	4.796733026	4.989337728	5.499692555	4.880419929	6.747012027	5.977214405	4.155832033	4.700798239	5.561086584	6.21549056	4.674940453	5.901973745	5.667815817	4.410247066	5.855762291	4.936305834	1.990357334	7.451745626	5.896357303	3.938447651	4.657068987	6.415928601	7.945610758	5.041890096	3.156166667	5.120198845	7.986319177	5.653893884	5.044998526	5.638613038	5.838316226	5.283724758	5.373816481	6.606503701	7.965709424	6.851327863	4.140129624	5.112736575	5.591118103	5.254827684	6.142228759	6.930436291	10.63356283	7.425059811	8.23039299	5.462829489	7.567180788	4.7689837	5.697572789	5.942717336	6.265595789	5.08063899	10.27979293	5.063561313	5.649579937	5.904024361	5.755118635	6.001712792	6.153234508	6.469597213	8.059005183	8.368787954	9.090919108	5.885321627	7.883255343	6.399934819	5.513565563	5.960206282	4.500038956	6.72907744	5.688112951	6.963552314	14.68533997	5.36927289	6.940615772	5.040207865	7.219894159	3.986903188	5.082418305	5.795292551	6.090776976	9.110468816	4.704185415	7.817423633	6.651589838	4.469998341	14.03580634	4.021623368	4.273495674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
